0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55943	-0.138499	1.55955	-0.138511	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.67584	-0.142208	2.28666	-0.196456	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.90344	-0.147353	2.05449	0.115585	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.98795	-0.141955	2.424	0.104013	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.79729	0.370184	3.70866	0.896248	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.78566	0.376114	2.38095	0.913891	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.09476	0.673744	2.07078	-0.348187	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
8.97212	0.670861	2.56579	-0.294923	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.568	1.52054	2.71709	2.01131	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5585	1.52593	2.2553	1.99832	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.6382	2.45404	1.43734	-0.223684	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.4991	2.43217	2.59949	-0.027525	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.5616	2.84095	4.21987	0.939365	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.608	2.85464	2.62801	0.730248	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0425	3.69453	2.00369	0.913383	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.1459	3.72826	2.35371	1.00296	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3558	4.73433	1.87661	0.975084	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3849	4.75109	2.62046	1.13222	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0717	5.60474	2.77222	0.577087	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.2649	5.67	3.00218	0.677231	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6947	6.89999	1.23732	1.66698	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.5013	6.84369	2.59919	1.91046	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5256	8.15707	3.82424	0.800208	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.6012	8.18695	2.93439	0.609713	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
32.0139	9.76327	1.47867	2.46803	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.8363	9.69963	2.13987	2.58463	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.5493	10.8753	3.54233	-0.194115	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7849	10.9743	3.19378	-0.224262	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.2441	11.9444	1.12287	2.05676	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2499	11.9569	2.41767	2.41193	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.2483	13.5616	4.04057	0.903401	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
